airport_depart,airport_arrive,airline,num_layovers
IAD,DEN,AirTran Airways,0
IAD,MDW,AirTran Airways,0
IAD,TPA,AirTran Airways,0
ICT,DAL,AirTran Airways,0
ICT,MDW,AirTran Airways,0
IND,BWI,AirTran Airways,0
IND,LAS,AirTran Airways,0
IND,MCI,AirTran Airways,0
ISP,BWI,AirTran Airways,0
ISP,FLL,AirTran Airways,0
ISP,MCO,AirTran Airways,0
ISP,SNA,AirTran Airways,0
ISP,TPA,AirTran Airways,0
JAN,HOU,AirTran Airways,0
JAN,MCO,AirTran Airways,0
JAX,BWI,AirTran Airways,0
LAS,AUS,AirTran Airways,0
LAS,BUR,AirTran Airways,0
LAS,BWI,AirTran Airways,0
LAS,HOU,AirTran Airways,0
LAS,IND,AirTran Airways,0
LAS,MDW,AirTran Airways,0
LAS,MKE,AirTran Airways,0
LAS,OAK,AirTran Airways,0
LAS,PVD,AirTran Airways,0
LAS,RNO,AirTran Airways,0
LAS,SAN,AirTran Airways,0
LAS,SAT,AirTran Airways,0
LAS,SMF,AirTran Airways,0
LAS,SNA,AirTran Airways,0
LAS,TPA,AirTran Airways,0
LAS,TUS,AirTran Airways,0
LAX,HOU,AirTran Airways,0
LAX,MDW,AirTran Airways,0
LAX,MKE,AirTran Airways,0
LAX,PWM,AirTran Airways,0
LBB,DAL,AirTran Airways,0
LBB,HRL,AirTran Airways,0
LBB,LAS,AirTran Airways,0
LGA,CAK,AirTran Airways,0
LGA,MDW,AirTran Airways,0
LIT,BWI,AirTran Airways,0
LIT,DAL,AirTran Airways,0
LIT,STL,AirTran Airways,0
MAF,DAL,AirTran Airways,0
MCI,BWI,AirTran Airways,0
MCI,DAL,AirTran Airways,0
MCI,IND,AirTran Airways,0
MCI,LAS,AirTran Airways,0
MCI,MDW,AirTran Airways,0
MCI,MKE,AirTran Airways,0
MCI,MSY,AirTran Airways,0
MCI,PDX,AirTran Airways,0
MCI,SFO,AirTran Airways,0
MCI,STL,AirTran Airways,0
MCI,TPA,AirTran Airways,0
MCO,ALB,AirTran Airways,0
MCO,BWI,AirTran Airways,0
MCO,CAK,AirTran Airways,0
MCO,HOU,AirTran Airways,1
MCO,ISP,AirTran Airways,0
MCO,JAN,AirTran Airways,0
MCO,MDW,AirTran Airways,0
MCO,MSY,AirTran Airways,0
MCO,STL,AirTran Airways,0
MDW,ABQ,AirTran Airways,0
MDW,ALB,AirTran Airways,0
MDW,AUS,AirTran Airways,0
MDW,BDL,AirTran Airways,0
MDW,BHM,AirTran Airways,0
MDW,BNA,AirTran Airways,0
MDW,BOS,AirTran Airways,0
MDW,BUF,AirTran Airways,0
MDW,BWI,AirTran Airways,0
MDW,CHS,AirTran Airways,0
MDW,CLE,AirTran Airways,0
MDW,CLT,AirTran Airways,0
MDW,CMH,AirTran Airways,0
MDW,DSM,AirTran Airways,0
MDW,EWR,AirTran Airways,0
MDW,GSP,AirTran Airways,0
MDW,HOU,AirTran Airways,0
MDW,IAD,AirTran Airways,0
MDW,ICT,AirTran Airways,0
MDW,JAN,AirTran Airways,0
MDW,LAS,AirTran Airways,0
MDW,LAX,AirTran Airways,0
MDW,LGA,AirTran Airways,0
MDW,LIT,AirTran Airways,0
MDW,MCI,AirTran Airways,0
MDW,MCO,AirTran Airways,0
MDW,MEM,AirTran Airways,0
MDW,MHT,AirTran Airways,0
MDW,MSY,AirTran Airways,0
MDW,OAK,AirTran Airways,0
MDW,OKC,AirTran Airways,0
MDW,OMA,AirTran Airways,0
MDW,ONT,AirTran Airways,0
MDW,ORF,AirTran Airways,0
MDW,PDX,AirTran Airways,0
MDW,PHL,AirTran Airways,0
MDW,PHX,AirTran Airways,0
MDW,PIT,AirTran Airways,0
MDW,PVD,AirTran Airways,0
MDW,RDU,AirTran Airways,0
MDW,ROC,AirTran Airways,0
MDW,RSW,AirTran Airways,0
MDW,SAN,AirTran Airways,0
MDW,SAT,AirTran Airways,0
MDW,SDF,AirTran Airways,0
MDW,SEA,AirTran Airways,0
MDW,SFO,AirTran Airways,0
MDW,SJC,AirTran Airways,0
MDW,SLC,AirTran Airways,0
MDW,SMF,AirTran Airways,0
MDW,STL,AirTran Airways,0
MDW,TPA,AirTran Airways,0
MDW,TUL,AirTran Airways,0
MDW,TUS,AirTran Airways,0
MEM,BWI,AirTran Airways,0
MEM,HOU,AirTran Airways,0
MEM,MDW,AirTran Airways,0
MEM,TPA,AirTran Airways,0
MHT,BWI,AirTran Airways,0
MHT,MDW,AirTran Airways,0
MHT,MSP,AirTran Airways,0
MHT,TPA,AirTran Airways,0
MKE,BOS,AirTran Airways,0
MKE,BWI,AirTran Airways,0
MKE,DCA,AirTran Airways,0
MKE,FLL,AirTran Airways,0
MKE,LAS,AirTran Airways,0
MKE,LAX,AirTran Airways,0
MKE,MCI,AirTran Airways,0
MKE,MSY,AirTran Airways,0
MKE,RSW,AirTran Airways,0
MKE,SEA,AirTran Airways,0
MKE,SFO,AirTran Airways,0
MKE,STL,AirTran Airways,0
MKE,TPA,AirTran Airways,0
MSP,OAK,AirTran Airways,0
MSY,BWI,AirTran Airways,0
MSY,DAL,AirTran Airways,0
MSY,EYW,AirTran Airways,0
MSY,FLL,AirTran Airways,0
MSY,HOU,AirTran Airways,0
MSY,LAS,AirTran Airways,0
MSY,MCI,AirTran Airways,0
MSY,MCO,AirTran Airways,0
MSY,MDW,AirTran Airways,0
MSY,MKE,AirTran Airways,0
MSY,SAN,AirTran Airways,0
MSY,STL,AirTran Airways,0
MSY,TPA,AirTran Airways,0
OAK,CMH,AirTran Airways,0
OAK,DEN,AirTran Airways,0
OAK,LAS,AirTran Airways,0
OAK,MDW,AirTran Airways,0
OAK,OKC,AirTran Airways,0
OAK,SNA,AirTran Airways,0
OKC,BWI,AirTran Airways,0
OKC,DAL,AirTran Airways,0
OKC,HOU,AirTran Airways,0
OKC,LAS,AirTran Airways,0
OKC,MDW,AirTran Airways,0
OKC,STL,AirTran Airways,0
OMA,MDW,AirTran Airways,0
OMA,SAN,AirTran Airways,0
OMA,STL,AirTran Airways,0
ONT,DEN,AirTran Airways,0
ONT,LAS,AirTran Airways,0
ORF,BWI,AirTran Airways,0
ORF,MDW,AirTran Airways,0
PDX,MDW,AirTran Airways,0
PDX,OKC,AirTran Airways,0
PHL,ICT,AirTran Airways,0
PHL,MDW,AirTran Airways,0
PHX,HOU,AirTran Airways,0
PIT,BWI,AirTran Airways,0
PIT,MDW,AirTran Airways,0
PIT,TPA,AirTran Airways,0
PVD,BWI,AirTran Airways,0
PVD,LAS,AirTran Airways,0
PVD,MDW,AirTran Airways,0
PVD,SAN,AirTran Airways,0
PVD,SLC,AirTran Airways,0
PWM,BWI,AirTran Airways,0
RDU,BNA,AirTran Airways,0
RDU,MDW,AirTran Airways,0
RDU,SFO,AirTran Airways,0
RNO,DEN,AirTran Airways,0
RNO,MDW,AirTran Airways,0
ROC,MCO,AirTran Airways,0
ROC,MDW,AirTran Airways,0
RSW,BWI,AirTran Airways,0
RSW,MDW,AirTran Airways,0
SAN,BWI,AirTran Airways,0
SAN,HOU,AirTran Airways,0
SAN,LAS,AirTran Airways,0
SAN,MCI,AirTran Airways,0
SAN,RNO,AirTran Airways,0
SAN,SAT,AirTran Airways,0
SAN,SDF,AirTran Airways,0
SAN,SJC,AirTran Airways,0
SAT,BWI,AirTran Airways,0
SAT,DAL,AirTran Airways,0
SAT,DEN,AirTran Airways,0
SAT,HOU,AirTran Airways,0
SAT,LAS,AirTran Airways,0
SAT,LAX,AirTran Airways,0
SAT,MDW,AirTran Airways,0
SAT,STL,AirTran Airways,0
SAT,TPA,AirTran Airways,0
SDF,BWI,AirTran Airways,0
SDF,MDW,AirTran Airways,0
SEA,BWI,AirTran Airways,0
SEA,MDW,AirTran Airways,0
SEA,MKE,AirTran Airways,0
SFO,MDW,AirTran Airways,0
SFO,MKE,AirTran Airways,0
SFO,ORF,AirTran Airways,0
SJC,DEN,AirTran Airways,0
SJC,LAS,AirTran Airways,0
SJC,SAN,AirTran Airways,0
SLC,MDW,AirTran Airways,0
SLC,MHT,AirTran Airways,0
SMF,DEN,AirTran Airways,0
SMF,LAS,AirTran Airways,0
SMF,SAN,AirTran Airways,0
SMF,SNA,AirTran Airways,0
SNA,LAS,AirTran Airways,0
SNA,OAK,AirTran Airways,0
SNA,SFO,AirTran Airways,0
STL,BNA,AirTran Airways,0
STL,BWI,AirTran Airways,0
STL,CMH,AirTran Airways,0
STL,DAL,AirTran Airways,0
STL,FLL,AirTran Airways,0
STL,GRR,AirTran Airways,0
STL,LAS,AirTran Airways,0
STL,MCI,AirTran Airways,0
STL,MDW,AirTran Airways,0
STL,MKE,AirTran Airways,0
STL,MSY,AirTran Airways,0
STL,OKC,AirTran Airways,0
STL,OMA,AirTran Airways,0
STL,RDU,AirTran Airways,0
STL,SAT,AirTran Airways,0
STL,TPA,AirTran Airways,0
TPA,ALB,AirTran Airways,0
TPA,BHM,AirTran Airways,0
TPA,BWI,AirTran Airways,0
TPA,CAK,AirTran Airways,0
TPA,DAY,AirTran Airways,0
TPA,HOU,AirTran Airways,0
TPA,ISP,AirTran Airways,0
TPA,MCI,AirTran Airways,0
TPA,MDW,AirTran Airways,0
TPA,MKE,AirTran Airways,0
TPA,MSY,AirTran Airways,0
TPA,PDX,AirTran Airways,0
TPA,PIT,AirTran Airways,0
TPA,PVD,AirTran Airways,0
TPA,SAT,AirTran Airways,0
TPA,SEA,AirTran Airways,0
TPA,STL,AirTran Airways,0
TUL,DEN,AirTran Airways,0
TUS,LAS,AirTran Airways,0
TUS,MDW,AirTran Airways,0
TUS,SJC,AirTran Airways,0
ABE,MYR,Allegiant Air,0
ABE,PGD,Allegiant Air,0
ABE,PIE,Allegiant Air,0
ABE,SFB,Allegiant Air,0
ATW,AZA,Allegiant Air,0
ATW,LAS,Allegiant Air,0
ATW,SFB,Allegiant Air,0
AUS,LAS,Allegiant Air,0
AVL,FLL,Allegiant Air,0
AVL,PGD,Allegiant Air,0
AVL,PIE,Allegiant Air,0
AVL,SFB,Allegiant Air,0
AVP,SFB,Allegiant Air,0
AZA,ATW,Allegiant Air,0
AZA,BIL,Allegiant Air,0
AZA,BIS,Allegiant Air,0
AZA,BLI,Allegiant Air,0
AZA,BZN,Allegiant Air,0
AZA,CID,Allegiant Air,0
AZA,DLH,Allegiant Air,0
AZA,EUG,Allegiant Air,0
AZA,FAR,Allegiant Air,0
AZA,FSD,Allegiant Air,0
AZA,FWA,Allegiant Air,0
AZA,GFK,Allegiant Air,0
AZA,GRI,Allegiant Air,0
AZA,GRR,Allegiant Air,0
AZA,GTF,Allegiant Air,0
AZA,ICT,Allegiant Air,0
AZA,IDA,Allegiant Air,0
AZA,LAS,Allegiant Air,0
AZA,MLI,Allegiant Air,0
AZA,MOT,Allegiant Air,0
AZA,MSO,Allegiant Air,0
AZA,OAK,Allegiant Air,0
AZA,OGD,Allegiant Air,0
AZA,PIA,Allegiant Air,0
AZA,PSC,Allegiant Air,0
AZA,PVU,Allegiant Air,0
AZA,RAP,Allegiant Air,0
AZA,RFD,Allegiant Air,0
AZA,RST,Allegiant Air,0
AZA,SBN,Allegiant Air,0
AZA,SGF,Allegiant Air,0
AZA,STC,Allegiant Air,0
BGR,PIE,Allegiant Air,0
BGR,SFB,Allegiant Air,0
BIL,AZA,Allegiant Air,0
BIL,LAS,Allegiant Air,0
BIS,AZA,Allegiant Air,0
BIS,LAS,Allegiant Air,0
BIS,SFB,Allegiant Air,0
BLI,AZA,Allegiant Air,0
BLI,LAX,Allegiant Air,0
BLI,OAK,Allegiant Air,0
BLI,PSP,Allegiant Air,0
BLI,SAN,Allegiant Air,0
BLV,SFB,Allegiant Air,0
BMI,SFB,Allegiant Air,0
BOI,LAS,Allegiant Air,0
BTV,SFB,Allegiant Air,0
BZN,AZA,Allegiant Air,0
BZN,LAS,Allegiant Air,0
CHA,PIE,Allegiant Air,0
CHA,SFB,Allegiant Air,0
CID,AZA,Allegiant Air,0
CID,LAS,Allegiant Air,0
CID,PGD,Allegiant Air,0
CID,PIE,Allegiant Air,0
CID,SFB,Allegiant Air,0
CKB,SFB,Allegiant Air,0
COS,LAS,Allegiant Air,0
CPR,LAS,Allegiant Air,0
CVG,PGD,Allegiant Air,0
CVG,SFB,Allegiant Air,0
DLH,AZA,Allegiant Air,0
DLH,LAS,Allegiant Air,0
DSM,LAS,Allegiant Air,0
DSM,PGD,Allegiant Air,0
DSM,PIE,Allegiant Air,0
DSM,SFB,Allegiant Air,0
ELM,PIE,Allegiant Air,0
ELM,SFB,Allegiant Air,0
EUG,AZA,Allegiant Air,0
EUG,LAS,Allegiant Air,0
EUG,OAK,Allegiant Air,0
FAR,AZA,Allegiant Air,0
FAR,LAS,Allegiant Air,0
FAR,PIE,Allegiant Air,0
FAR,SFB,Allegiant Air,0
FAT,LAS,Allegiant Air,0
FCA,LAS,Allegiant Air,0
FLL,AVL,Allegiant Air,0
FLL,GSP,Allegiant Air,0
FLL,LEX,Allegiant Air,0
FLL,PBG,Allegiant Air,0
FLL,TYS,Allegiant Air,0
FSD,AZA,Allegiant Air,0
FSD,LAS,Allegiant Air,0
FSD,PIE,Allegiant Air,0
FSD,SFB,Allegiant Air,0
FWA,AZA,Allegiant Air,0
FWA,MYR,Allegiant Air,0
FWA,PGD,Allegiant Air,0
FWA,PIE,Allegiant Air,0
FWA,SFB,Allegiant Air,0
GFK,AZA,Allegiant Air,0
GFK,LAS,Allegiant Air,0
GFK,SFB,Allegiant Air,0
GJT,LAS,Allegiant Air,0
GRI,AZA,Allegiant Air,0
GRI,LAS,Allegiant Air,0
GRR,AZA,Allegiant Air,0
GRR,LAS,Allegiant Air,0
GRR,PIE,Allegiant Air,0
GRR,SFB,Allegiant Air,0
GSO,PIE,Allegiant Air,0
GSO,SFB,Allegiant Air,0
GSP,FLL,Allegiant Air,0
GSP,PGD,Allegiant Air,0
GSP,PIE,Allegiant Air,0
GSP,SFB,Allegiant Air,0
GTF,AZA,Allegiant Air,0
GTF,LAS,Allegiant Air,0
HGR,SFB,Allegiant Air,0
HNL,LAS,Allegiant Air,0
HTS,MYR,Allegiant Air,0
HTS,PIE,Allegiant Air,0
HTS,SFB,Allegiant Air,0
IAG,PGD,Allegiant Air,0
IAG,PIE,Allegiant Air,0
IAG,SFB,Allegiant Air,0
ICT,AZA,Allegiant Air,0
ICT,LAS,Allegiant Air,0
IDA,AZA,Allegiant Air,0
IDA,LAS,Allegiant Air,0
ISP,PGD,Allegiant Air,0
LAN,SFB,Allegiant Air,0
LAS,ATW,Allegiant Air,0
LAS,AZA,Allegiant Air,0
LAS,BIL,Allegiant Air,0
LAS,BIS,Allegiant Air,0
LAS,BOI,Allegiant Air,0
LAS,BZN,Allegiant Air,0
LAS,CID,Allegiant Air,0
LAS,COS,Allegiant Air,0
LAS,CPR,Allegiant Air,0
LAS,DLH,Allegiant Air,0
LAS,DSM,Allegiant Air,0
LAS,EUG,Allegiant Air,0
LAS,FAR,Allegiant Air,0
LAS,FAT,Allegiant Air,0
LAS,FCA,Allegiant Air,0
LAS,FSD,Allegiant Air,0
LAS,GFK,Allegiant Air,0
LAS,GJT,Allegiant Air,0
LAS,GRI,Allegiant Air,0
LAS,GRR,Allegiant Air,0
LAS,GTF,Allegiant Air,0
LAS,HNL,Allegiant Air,0
LAS,ICT,Allegiant Air,0
LAS,IDA,Allegiant Air,0
LAS,LRD,Allegiant Air,0
LAS,MFE,Allegiant Air,0
LAS,MFR,Allegiant Air,0
LAS,MLI,Allegiant Air,0
LAS,MOT,Allegiant Air,0
LAS,MRY,Allegiant Air,0
LAS,MSO,Allegiant Air,0
LAS,PIA,Allegiant Air,0
LAS,PSC,Allegiant Air,0
LAS,RAP,Allegiant Air,0
LAS,RFD,Allegiant Air,0
LAS,SBN,Allegiant Air,0
LAS,SCK,Allegiant Air,0
LAS,SGF,Allegiant Air,0
LAS,SHV,Allegiant Air,0
LAS,SMX,Allegiant Air,0
LAS,XNA,Allegiant Air,0
LAX,BLI,Allegiant Air,0
LAX,PVU,Allegiant Air,0
LCK,PIE,Allegiant Air,0
LCK,SFB,Allegiant Air,0
LEX,FLL,Allegiant Air,0
LEX,PGD,Allegiant Air,0
LEX,PIE,Allegiant Air,0
LEX,SFB,Allegiant Air,0
LIT,SFB,Allegiant Air,0
LRD,LAS,Allegiant Air,0
MDT,PIE,Allegiant Air,0
MDT,SFB,Allegiant Air,0
MFE,LAS,Allegiant Air,0
MFR,LAS,Allegiant Air,0
MLI,AZA,Allegiant Air,0
MLI,LAS,Allegiant Air,0
MLI,PIE,Allegiant Air,0
MLI,SFB,Allegiant Air,0
MOT,AZA,Allegiant Air,0
MOT,LAS,Allegiant Air,0
MRY,LAS,Allegiant Air,0
MSO,AZA,Allegiant Air,0
MSO,LAS,Allegiant Air,0
MYR,ABE,Allegiant Air,0
MYR,FWA,Allegiant Air,0
MYR,HTS,Allegiant Air,0
MYR,YNG,Allegiant Air,0
OAK,AZA,Allegiant Air,0
OAK,BLI,Allegiant Air,0
OAK,EUG,Allegiant Air,0
OAK,PVU,Allegiant Air,0
OGD,AZA,Allegiant Air,0
OKC,SFB,Allegiant Air,0
OWB,SFB,Allegiant Air,0
PBG,FLL,Allegiant Air,0
PBG,PIE,Allegiant Air,0
PBG,SFB,Allegiant Air,0
PGD,ABE,Allegiant Air,0
PGD,AVL,Allegiant Air,0
PGD,CID,Allegiant Air,0
PGD,CVG,Allegiant Air,0
PGD,DSM,Allegiant Air,0
PGD,FWA,Allegiant Air,0
PGD,GSP,Allegiant Air,0
PGD,IAG,Allegiant Air,0
PGD,ISP,Allegiant Air,0
PGD,LEX,Allegiant Air,0
PGD,PIA,Allegiant Air,0
PGD,RFD,Allegiant Air,0
PGD,SBN,Allegiant Air,0
PGD,SGF,Allegiant Air,0
PGD,SPI,Allegiant Air,0
PGD,TOL,Allegiant Air,0
PGD,TYS,Allegiant Air,0
PGD,YNG,Allegiant Air,0
PHF,SFB,Allegiant Air,0
PIA,AZA,Allegiant Air,0
PIA,LAS,Allegiant Air,0
PIA,PGD,Allegiant Air,0
PIA,PIE,Allegiant Air,0
PIE,ABE,Allegiant Air,0
PIE,AVL,Allegiant Air,0
PIE,BGR,Allegiant Air,0
PIE,CHA,Allegiant Air,0
PIE,CID,Allegiant Air,0
PIE,DSM,Allegiant Air,0
PIE,ELM,Allegiant Air,0
PIE,FAR,Allegiant Air,0
PIE,FSD,Allegiant Air,0
PIE,FWA,Allegiant Air,0
PIE,GRR,Allegiant Air,0
PIE,GSO,Allegiant Air,0
PIE,GSP,Allegiant Air,0
PIE,HTS,Allegiant Air,0
PIE,IAG,Allegiant Air,0
PIE,LCK,Allegiant Air,0
PIE,LEX,Allegiant Air,0
PIE,MDT,Allegiant Air,0
PIE,MLI,Allegiant Air,0
PIE,PBG,Allegiant Air,0
PIE,PIA,Allegiant Air,0
PIE,RFD,Allegiant Air,0
PIE,ROA,Allegiant Air,0
PIE,SBN,Allegiant Air,0
PIE,SGF,Allegiant Air,0
PIE,SWF,Allegiant Air,0
PIE,SYR,Allegiant Air,0
PIE,TOL,Allegiant Air,0
PIE,TRI,Allegiant Air,0
PIE,TYS,Allegiant Air,0
PIE,YNG,Allegiant Air,0
PSC,AZA,Allegiant Air,0
PSC,LAS,Allegiant Air,0
PSM,SFB,Allegiant Air,0
PSP,BLI,Allegiant Air,0
PVU,AZA,Allegiant Air,0
PVU,LAX,Allegiant Air,0
PVU,OAK,Allegiant Air,0
RAP,AZA,Allegiant Air,0
RAP,LAS,Allegiant Air,0
RFD,AZA,Allegiant Air,0
RFD,LAS,Allegiant Air,0
RFD,PGD,Allegiant Air,0
RFD,PIE,Allegiant Air,0
RFD,SFB,Allegiant Air,0
RNO,LAS,Allegiant Air,0
ROA,PIE,Allegiant Air,0
ROA,SFB,Allegiant Air,0
RST,AZA,Allegiant Air,0
SAN,BLI,Allegiant Air,0
SBN,AZA,Allegiant Air,0
SBN,LAS,Allegiant Air,0
SBN,PGD,Allegiant Air,0
SBN,PIE,Allegiant Air,0
SBN,SFB,Allegiant Air,0
SCK,LAS,Allegiant Air,0
SFB,ABE,Allegiant Air,0
SFB,ATW,Allegiant Air,0
SFB,AVL,Allegiant Air,0
SFB,AVP,Allegiant Air,0
SFB,BGR,Allegiant Air,0
SFB,BIS,Allegiant Air,0
SFB,BLV,Allegiant Air,0
SFB,BMI,Allegiant Air,0
SFB,BTV,Allegiant Air,0
SFB,CHA,Allegiant Air,0
SFB,CID,Allegiant Air,0
SFB,CKB,Allegiant Air,0
SFB,CVG,Allegiant Air,0
SFB,DSM,Allegiant Air,0
SFB,ELM,Allegiant Air,0
SFB,FAR,Allegiant Air,0
SFB,FSD,Allegiant Air,0
SFB,FWA,Allegiant Air,0
SFB,GFK,Allegiant Air,0
SFB,GRR,Allegiant Air,0
SFB,GSO,Allegiant Air,0
SFB,GSP,Allegiant Air,0
SFB,HGR,Allegiant Air,0
SFB,HTS,Allegiant Air,0
SFB,IAG,Allegiant Air,0
SFB,LAN,Allegiant Air,0
SFB,LCK,Allegiant Air,0
SFB,LEX,Allegiant Air,0
SFB,LIT,Allegiant Air,0
SFB,MDT,Allegiant Air,0
SFB,MLI,Allegiant Air,0
SFB,OKC,Allegiant Air,0
SFB,OWB,Allegiant Air,0
SFB,PBG,Allegiant Air,0
SFB,PHF,Allegiant Air,0
SFB,PSM,Allegiant Air,0
SFB,RFD,Allegiant Air,0
SFB,ROA,Allegiant Air,0
SFB,SBN,Allegiant Air,0
SFB,SGF,Allegiant Air,0
SFB,SPI,Allegiant Air,0
SFB,TOL,Allegiant Air,0
SFB,TRI,Allegiant Air,0
SFB,TUL,Allegiant Air,0
SFB,TYS,Allegiant Air,0
SFB,XNA,Allegiant Air,0
SFB,YNG,Allegiant Air,0
SGF,AZA,Allegiant Air,0
SGF,LAS,Allegiant Air,0
SGF,PGD,Allegiant Air,0
SGF,PIE,Allegiant Air,0
SGF,SFB,Allegiant Air,0
SHV,LAS,Allegiant Air,0
SMX,LAS,Allegiant Air,0
STC,AZA,Allegiant Air,0
SWF,PIE,Allegiant Air,0
SYR,PIE,Allegiant Air,0
TOL,PGD,Allegiant Air,0
TOL,PIE,Allegiant Air,0
TOL,SFB,Allegiant Air,0
TRI,PIE,Allegiant Air,0
TRI,SFB,Allegiant Air,0
TUL,SFB,Allegiant Air,0
TYS,FLL,Allegiant Air,0
TYS,PGD,Allegiant Air,0
TYS,PIE,Allegiant Air,0
TYS,SFB,Allegiant Air,0
XNA,LAS,Allegiant Air,0
XNA,SFB,Allegiant Air,0
YNG,MYR,Allegiant Air,0
YNG,PGD,Allegiant Air,0
YNG,PIE,Allegiant Air,0
YNG,SFB,Allegiant Air,0
AKB,DUT,Aero Flight,0
AKN,DLG,Aero Flight,0
AKN,PIP,Aero Flight,0
AKN,WSN,Aero Flight,0
BET,EMK,Aero Flight,0
CDB,KFP,Aero Flight,0
CDB,KVC,Aero Flight,0
CDB,NLG,Aero Flight,0
DLG,AKN,Aero Flight,0
DUT,AKB,Aero Flight,0
DUT,IKO,Aero Flight,0
DUT,KQA,Aero Flight,0
EGX,AKN,Aero Flight,0
EMK,BET,Aero Flight,0
IGG,AKN,Aero Flight,0
IKO,DUT,Aero Flight,0
KFP,CDB,Aero Flight,0
KPV,AKN,Aero Flight,0
KQA,DUT,Aero Flight,0
KVC,CDB,Aero Flight,0
NLG,CDB,Aero Flight,0
PTH,AKN,Aero Flight,0
WSN,EGX,Aero Flight,0
HNL,ITO,Hawaiian Airlines,0
HNL,JFK,Hawaiian Airlines,0
HNL,KOA,Hawaiian Airlines,0
HNL,LIH,Hawaiian Airlines,0
HNL,LNY,Hawaiian Airlines,0
HNL,MKK,Hawaiian Airlines,0
HNL,OGG,Hawaiian Airlines,0
HNL,PPG,Hawaiian Airlines,0
HNL,SMF,Hawaiian Airlines,0
ITO,HNL,Hawaiian Airlines,0
ITO,OGG,Hawaiian Airlines,0
JFK,HNL,Hawaiian Airlines,0
KOA,HNL,Hawaiian Airlines,0
KOA,OGG,Hawaiian Airlines,0
LAS,SFO,Hawaiian Airlines,0
LIH,HNL,Hawaiian Airlines,0
LIH,OGG,Hawaiian Airlines,0
LNY,HNL,Hawaiian Airlines,0
MKK,HNL,Hawaiian Airlines,0
OGG,HNL,Hawaiian Airlines,0
OGG,ITO,Hawaiian Airlines,0
OGG,KOA,Hawaiian Airlines,0
OGG,LIH,Hawaiian Airlines,0
PPG,HNL,Hawaiian Airlines,0
SFO,LAS,Hawaiian Airlines,0
SMF,HNL,Hawaiian Airlines,0
KLW,KTN,International AirLink,0
KTN,KLW,International AirLink,0
ELV,JNU,Alaska Seaplane Service,0
GST,JNU,Alaska Seaplane Service,0
HNH,JNU,Alaska Seaplane Service,0
HNS,JNU,Alaska Seaplane Service,0
HNS,SGY,Alaska Seaplane Service,0
JNU,AGN,Alaska Seaplane Service,0
JNU,GST,Alaska Seaplane Service,0
JNU,HNH,Alaska Seaplane Service,0
JNU,HNS,Alaska Seaplane Service,0
JNU,SGY,Alaska Seaplane Service,0
SGY,JNU,Alaska Seaplane Service,0
HYG,KTN,Atlantic Air Cargo,0
KTN,HYG,Atlantic Air Cargo,0
AHN,BNA,SeaPort Airlines,0
BNA,AHN,SeaPort Airlines,0
BNA,MKL,SeaPort Airlines,0
BUR,IPL,SeaPort Airlines,0
DAL,ELD,SeaPort Airlines,0
ELD,DAL,SeaPort Airlines,0
ELD,HOT,SeaPort Airlines,0
GST,HNH,SeaPort Airlines,0
HNH,GST,SeaPort Airlines,0
HOT,ELD,SeaPort Airlines,0
HOT,MEM,SeaPort Airlines,0
HRO,MCI,SeaPort Airlines,0
HRO,MEM,SeaPort Airlines,0
IPL,BUR,SeaPort Airlines,0
IPL,SAN,SeaPort Airlines,0
MCI,HRO,SeaPort Airlines,0
MCI,SLN,SeaPort Airlines,0
MEM,ELD,SeaPort Airlines,0
MEM,HOT,SeaPort Airlines,0
MEM,HRO,SeaPort Airlines,0
MEM,MKL,SeaPort Airlines,0
MKL,BNA,SeaPort Airlines,0
MKL,MEM,SeaPort Airlines,0
OTH,PDX,SeaPort Airlines,0
PDT,PDX,SeaPort Airlines,0
PDX,OTH,SeaPort Airlines,0
PDX,PDT,SeaPort Airlines,0
SAN,IPL,SeaPort Airlines,0
SGY,HNS,SeaPort Airlines,0
SLN,MCI,SeaPort Airlines,0
ANC,ILI,Alaska Central Express,0
ILI,ANC,Alaska Central Express,0
SNP,STG,Peninsula Airways,0
STG,SNP,Peninsula Airways,0
ABQ,CNM,Pacific Wings,0
ABQ,LAM,Pacific Wings,0
CNM,ABQ,Pacific Wings,0
HGR,IAD,Pacific Wings,0
IAD,HGR,Pacific Wings,0
IAD,LNS,Pacific Wings,0
IAH,VCT,Pacific Wings,0
LAM,ABQ,Pacific Wings,0
LNS,IAD,Pacific Wings,0
VCT,IAH,Pacific Wings,0
BFI,CLM,Kenmore Air,0
BFI,ESD,Kenmore Air,0
CLM,BFI,Kenmore Air,0
ESD,FRD,Kenmore Air,0
FRD,BFI,Kenmore Air,0
HNL,JHM,Maya Island Air,0
HNM,OGG,Maya Island Air,0
JHM,HNL,Maya Island Air,0
JHM,KOA,Maya Island Air,0
KOA,JHM,Maya Island Air,0
LNY,MKK,Maya Island Air,0
LNY,OGG,Maya Island Air,0
MKK,OGG,Maya Island Air,0
MUE,OGG,Maya Island Air,0
OGG,HNM,Maya Island Air,0
OGG,LNY,Maya Island Air,0
OGG,MKK,Maya Island Air,0
OGG,MUE,Maya Island Air,0
ACY,BOS,Spirit Airlines,0
ACY,DTW,Spirit Airlines,0
ACY,FLL,Spirit Airlines,0
ACY,MCO,Spirit Airlines,0
ACY,MYR,Spirit Airlines,0
