"Park_Code","Title","Duration","Short_Description","Image_URL","Record_Type"
"bibe","Geology Exhibits Driving Tour","4","This driving tour was created to showcase park exhibits that discuss Big Bend's geology. These geology exhibits are found along the five paved roads in the park. The first 2 exhibits are located on the road between Persimmon Gap and Panther Junction (PJ). The next 3 exhibits are on the road between PJ and Boquillas Canyon. One exhibit is on the Window View Trail in the Chisos Basin. The next 8 are found along Ross Maxwell Scenic Drive. The last 2 are on the road between Ross Maxwell and Maverick Entrance.","https://www.nps.gov/common/uploads/tours/B83EB919-D68B-E34A-8F95228487F38E9F.jpg","Tour"
"bibe","Historic Castolon Walking Tour","30","The Castolon Historic District represents the largest and most complete example of human history in Big Bend, from Paleo-Indians to pioneers, to the establishment of the national park. Castolon’s history includes famed tales of bandits, soldiers, farmers, and ranchers, in a place where the cultures of Mexico and the United States meet. This short walking tour will help you explore Castolon’s past.","https://www.nps.gov/common/uploads/tours/B33FD350-C055-DF3C-3EE85C3983D7139D.jpg","Tour"
"bibe","Hot Springs Historic Area Walking Tour","1","This trail provides opportunities to explore the remains of the historic Langford Hot Springs Resort.","https://www.nps.gov/common/uploads/tours/A863F883-DD27-0D28-D039BE5508CDE830.jpg","Tour"
"bibe","Lost Mine Trail Walking Tour","2","The Lost Mine Trail rises 1,100 feet over 2.4 miles (4.8 miles roundtrip) and takes about three hours to complete, so be sure to bring plenty of water and snacks. If your time and energy are limited, consider hiking only the first mile to a scenic overlook near Stop #10. From the very first step, the Lost Mine Trail leads hikers into a different world, a woodland-grassland ecosystem with great scenic views. Follow this guide to learn more about the plants and animals of the Chisos Mountains.","https://www.nps.gov/common/uploads/tours/2A6D5628-D125-094B-BA7ED1D20B30E928.jpg","Tour"
"bibe","Rio Grande Village Nature Trail Walking Tour","1","We often think of the desert as being a dry place, but if you look closely, you will find that water is truly the desert's ""architect"". The presence or absence of water affects the variety of plants and animals living here, and the ways in which humans have been able to use this area over time. As you walk the nature trail, let this tour be your guide, but also use your own observational skills to search for adaptations that plants and animals have evolved to survive in the Chihuahuan Desert.","https://www.nps.gov/common/uploads/tours/29B79FE5-0888-D0BD-4E62F9350DCED724.jpg","Tour"
"bica","1 Hour at Bighorn Canyon, Fort Smith, MT District","1","Only have one hour on the North District in Fort Smith, MT? During the months of May-September, we invite you to step back in time at the Yellowtail Dam Visitor Center. Next enjoy a nine-mile drive on Ok-A-Beh road with stunning 360 views of the landscape around the canyon. On the drive, learn more about Crow culture at the Four Winds Interpretive Site. If you haven't used up your hour, take a walk on the Head Gate Trail which highlights a headgate and irrigation canal built by the Crow Tribe before the dam","https://www.nps.gov/common/uploads/tours/762AE4EA-A493-C3DE-02C284AED7AA699B.jpg","Tour"
"bica","1 Hour at Bighorn Canyon, Lovell, WY District","45","Only have one hour? You can still travel from the Lovell, WY visitor center, out to Devil Canyon Overlook, and back within one hour! What? You can see this amazing view in less than an hour round trip? YEP! Keep your eyes peeled because you may also encounter some Pryor Mountain Wild Mustangs and Bighorn Sheep too! However, to really enjoy Bighorn Canyon NRA we hope that you will plan more than an hour. To learn more, check out our other tours!","https://www.nps.gov/common/uploads/tours/EE8EA70F-A0EE-29D4-2D56533495026EDA.jpg","Tour"
"bica","Full Day at Bighorn Canyon, Fort Smith, MT District","1","With a full day at the North District in Fort Smith, Montana, take the time to truly explore the park. Bring your camper or tent and plan to stay at one of our two campgrounds. Bring your binoculars and sense of adventure. Schedule your full day boat rental with Ok-A-Beh Marina. Spend the day looking for wildlife along the shoreline and enjoying the water. Before you get the campfire roaring in the evening, check out a ranger-led campground program or enjoy the variety of birds on the Afterbay Lake.",NA,"Tour"
"bica","Full Day at Bighorn Canyon, Lovell, WY District","6","With a full day in the Lovell, WY district of Bighorn Canyon we recommend having reservations with Hidden Treasure Charters for their scenic boat tour which allows you the opportunity to experience the expansive canyon walls from within the canyon!. Tours are approximately 2 hours and are offered at 10am and and 2pm daily. This is an excellent way to learn about the area and see the canyon from within. Outside of the boat tour, spend the rest of the day exploring the park.","https://www.nps.gov/common/uploads/tours/EE8EA70F-A0EE-29D4-2D56533495026EDA.jpg","Tour"
"bica","Half Day at Bighorn Canyon, Fort Smith, MT District","3","Have half day at the North District in Fort Smith, Montana? Spend some time on the water. Bring your own kayak and immerse yourself in the canyon from Ok-A-Beh Marina to Black Canyon and back. Don't have a kayak or boat? Rent a pontoon from Ok-A-Beh Marina and soak in the canyon. If the water isn't for you, walk two of our less than two-mile trails, Three-Mile Access Trail or the Beaver Pond Nature Trail.",NA,"Tour"
"bica","Half Day at Bighorn Canyon, Lovell, WY District","3","With half a day to spend in Bighorn Canyon, there is so much you can see! Start at the Lovell visitor center to get a map and then head out into the park! You will experience breath taking views at Devil Canyon Overlook, learn about Native American culture at the Two Eagles Interpretive Trail, go for a hike, visit a historic ranch to learn about past of the area, and, if you are really lucky, see some wildlife like our famous wild horses or bighorn sheep!","https://www.nps.gov/common/uploads/tours/288493CD-E5DE-DBEB-D986186A548EDC35.jpg","Tour"
"biho","Bear Paw Battlefield at C’áaynim ’Alikinwáaspa","1","Reverently walk the Bear Paw Battlefield loop trail while listening to the text from the Bear Paw Battlefield Brochure and Trail Guide. For more information about the last battle of the four-month Nez Perce War of 1877, read the frontside of the brochure. For an audio recording of the brochure, please contact Nez Perce National Historic Park.","https://www.nps.gov/common/uploads/tours/CA50413B-D9F2-6A27-1E73B640755B0C9A.jpg","Tour"
"bith","Hike the Longleaf Pine Trail","30-60 Minutes","1 mile roundtrip | Stroll through a longleaf pine forest near the visitor center on Big Thicket's newest trail.","https://www.nps.gov/common/uploads/cropped_image/8D1F4282-C7B7-863B-23BC6CB3D355FE63.jpg","Thing To Do"
"bith","Hike the Sundew Trail","1-2 Hours","0.3 to 1 mile roundtrip | Search for tiny red carnivorous plants known as sundews on an easy loop hike through a lush wetland pine savannah.","https://www.nps.gov/common/uploads/cropped_image/CE48662D-D563-71C4-6AC667F2906416C2.jpg","Thing To Do"
"bith","Lance Rosier Unit Driving Tour","1","Go off the beaten path on a short, unpaved driving tour into the Lance Rosier Unit, the historical heart of the Big Thicket. See historic sites and dense, jungle-like forest. The tour begins on Rosier Park Road in Saratoga, Texas. Be aware that this area does not have any typical park amenities, such as trails or restrooms. Conditions may be muddy. There are no road signs in this area. Hunting is allowed in the Lance Rosier Unit October-February.","https://www.nps.gov/common/uploads/tours/D6739AD8-9F14-89A7-9D53EF1B6B0054E4.jpg","Tour"
"blca","Cross-country Skiing at Black Canyon","","In winter, South Rim Drive is closed to vehicles beyond the visitor center at Gunnison Point. As staffing and snow conditions allow, rangers groom the remainder of the road for cross-country skiing (skate and classic) and snowshoeing.","https://www.nps.gov/common/uploads/cropped_image/5ECC4B4B-0594-A106-2825C5F43E98B315.jpg","Thing To Do"
"blca","Snowshoeing at Black Canyon","","Although services and access are limited during winter, the park provides recreation opportunities for winter enthusiasts.","https://www.nps.gov/common/uploads/cropped_image/5E269B1F-C98A-6460-7EA0189C58460350.jpg","Thing To Do"
"blrv","A Beginning: Old Slater Mill and the Industrial Revolution","20","Explore the grounds at Old Slater Mill National Historic Landmark and learn more about the beginnings of the America's industrial age. See three historic buildings, the Blackstone River, a dam, and a waterfall. Read the interpretive panels that dot the landscape and listen to this self-guided audio tour to learn more about the dramatic changes that began at this site.","https://www.nps.gov/common/uploads/tours/1142AE61-A221-01E6-04B4550217C81EAC.jpg","Tour"
"blrv","From Commune to Company Town","45","During this tour, you will learn about Hopedale’s early idealistic residents and the rise of the Draper company, which became one of the largest producers of textile machines in the world. Today, the physical imprint of Draper is much smaller than it used to be, but traces of the Drapers’ legacy—and some elements of that commune period— remain. We invite you to travel back in time, commune with nature, and discover the industrial legacy still imprinted on the Dale of Hope.","https://www.nps.gov/common/uploads/tours/D92BB262-0EFC-BFA7-57C2FCBF04127E77.jpg","Tour"
"blrv","Nature Walk and Scavenger Hunt","45-60 Minutes","Join us for nature walk and scavenger hunt. These walks through the Blackstone River State Park are intended for naturalists of all ages. Younger visitors will be able to complete a plant and animal scavenger hunt. Binoculars and animal identification guides are available for participants to borrow.","https://www.nps.gov/common/uploads/cropped_image/68A1663E-BBE7-2977-ECD71F04E84EBD31.jpg","Thing To Do"
"blrv","Parked at Home","45-60 Minutes","Explore America's national parks from the comfort of home. Every park has a story. During this virtual series, we’ll connect with people from across the country to talk about special places and complex stories at National Park Service sites. Join us to learn more about a place that might be close to home, or in a destination you dream of visiting. Each hour-long program includes a presentation and opportunities for questions and answers.","https://www.nps.gov/common/uploads/cropped_image/BC54F905-05F0-38D9-6FF371659600FB50.jpg","Thing To Do"
"blrv","Ranger Guided Tours - Slater Mill","30-45 Minutes","Slater Mill is called the birthplace of the American Industrial Revolution, but what does that really mean? What occurred within the four walls of Old Slater Mill forever changed the fabric of the United States of America. These 30-45 minute tours examine the beginnings of American industry and its lasting effects. Tours are offered seasonally from late-April through early December on Thursdays, Fridays, Saturdays, and Sundays. Tours begin at 10:30 AM, 12:30 PM, and 2:30 PM","https://www.nps.gov/common/uploads/cropped_image/C00551E0-D6D5-BE92-BE94E607C7D5BDD3.jpg","Thing To Do"
"blrv","Ranger Walkabouts","45-75 Minutes","During the months of June, July, and August, join a Park Ranger on 60-minute walking tour at varying locations in the Blackstone Valley.","https://www.nps.gov/common/uploads/cropped_image/A7B7E84E-9AC1-5656-84D481E072765594.jpg","Thing To Do"
